Sample_ID,Feedstock_Type,Temperature_C,Moisture_%,pH,EC_dS_m,RH_%,NIR_Intensity,RGB_R,RGB_G,RGB_B,Texture_Entropy,Color_Variance,Maturity_Index,Contamination_Risk,Nutrient_Score
3158,FoodWaste,45.583909435385074,59.294082088932434,7.46400928261763,3.7873762721917377,60.19396300478183,0.5056266776201429,73,80,178,4.928449041310263,68.17934509132931,0.5649416338323698,0.5904315283984464,0.4670430222125483
3159,CropResidue,29.039741485715247,25.0,6.72435367075088,2.8549176898909057,66.83849503766332,0.5148338227403078,172,85,134,6.808709191263313,79.368459223999,0.9790619304282322,0.573236402163283,0.6072541155054547
3160,AgroByproduct,36.63244729958029,33.47386810798952,6.8145531116847335,2.7549358455639075,71.88651295141493,0.4847819819811,109,159,152,5.019893866865601,20.761971841625847,0.8117346899149049,0.46782400713778566,0.6703054715058256
3161,Manure,42.92536311467079,54.74537390464964,8.294745646103053,1.6205057678587662,73.87307018245818,0.4239046044373986,191,142,182,7.595703307626762,61.78571172130987,0.6048416993972282,0.4598810213575674,0.7094839637977625
3162,AgroByproduct,46.000615432670315,69.90411652010329,7.628502973076192,1.3750078378143114,75.89658380469542,0.1757507169930984,122,59,99,7.812504616984473,70.58698695827977,0.4264765565542768,0.4575529096214437,0.6664413750690779
3163,AgroByproduct,70.0,84.17039689980899,7.472477227621737,3.2674296813641437,82.03438103186926,0.14074925449769302,57,149,163,6.193246011105559,87.82485084340588,0.1276542841919343,0.5545325321968038,0.5432877221321748
3164,HorticWaste,41.18100007173787,66.0205125888336,6.171572181288426,2.5480489370955555,85.39546416783234,0.41400194609661883,75,137,67,1.5994311194453472,43.7072718271917,0.6025464599412338,0.34231607840383016,0.5655565279675551
3165,AgroByproduct,31.233597679992755,68.01349271323423,6.803553131987125,2.381719359525364,81.64008962601795,0.6142717187792729,101,108,67,5.775208364755837,91.36006292801983,0.8451414464122513,0.4650469269721242,0.6198870465972633
3166,AgroByproduct,62.02484719454923,61.69272614152496,7.306153075554828,3.7545714311140044,76.1718200358361,0.3602547406344735,156,150,120,7.654879214981975,85.55293009186344,0.30262030959961495,0.6499389231546577,0.5638859761612498
3167,FoodWaste,55.78837751028432,72.57619657614502,7.521752075245632,4.191905612191949,68.66894674469077,0.322700884046607,103,199,148,7.406717842486022,16.843919809491467,0.31584979372881145,0.7170773867758883,0.4202523262381125
3168,Manure,33.43487796594137,63.20075331541461,8.270418424223095,3.082686564598413,72.23501560845665,0.6807021124217522,86,127,112,2.4235928973161265,66.58794527362821,0.8413895487237593,0.38777528069922246,0.6194641651392502
3169,FoodWaste,49.65262069879309,65.58919021614169,7.535489290532555,1.568360341129309,74.57929121704805,0.5443131788521368,117,175,107,7.270415836096952,85.60207650563004,0.4871870860099494,0.49333728894774476,0.5654036025112512
3170,FoodWaste,53.35206423329517,36.545460072677955,6.568502429814594,2.552620095950621,78.44278077550992,0.29291702433492883,81,51,148,2.13102119080128,25.98377162360967,0.444878299709895,0.3826316359842664,0.574278075057113
3171,CropResidue,46.63825113499716,63.94442099701291,8.5,2.075990090999589,66.52463420622932,0.5799999115583512,60,135,68,1.5493139570935015,61.4879083729616,0.5540714121076915,0.3110984476409721,0.5683116534559948
3172,FoodWaste,48.25821920397843,60.34899595385486,6.777935694275013,2.3619744574164483,73.62466188918525,0.8915486478276216,57,73,175,1.2611587930762291,52.27217806527063,0.6300409882483897,0.33412465952506265,0.5362032852214679
3173,HorticWaste,38.6774383174088,53.75788862985055,7.733096631869756,1.298375366522985,83.69841219563018,0.8390712946195931,79,195,76,7.737311275618072,97.11430186446704,0.816860467063504,0.46834712004592643,0.6525654544141497
3174,HorticWaste,50.03789332222407,54.86219893299057,6.538997033347863,3.7531872481964568,84.62448937551551,0.5785577228530634,77,67,52,2.6357163483397303,13.161148963860631,0.523538356913188,0.48160496707911127,0.527616239724196
3175,CropResidue,40.08645720418805,39.99223622329174,6.3783310295761675,2.027006926853872,70.84215483746566,0.4925221400600042,143,112,167,2.135423683746235,72.90264697038216,0.7260508000351924,0.3289956320449732,0.6186651812107229
3176,PaperResidue,25.0,68.0863011882027,5.916255322590327,4.103985862839505,69.45965414264472,0.7790224348756832,121,149,129,2.672621720270608,40.26890389033183,0.9835074078530119,0.5422221364134399,0.40862810448161935
3177,Manure,46.9626597206611,63.524853002660365,5.9728709862093865,2.3727890207695217,76.18450436982448,0.8068961064054754,126,165,122,5.642781918503512,12.704157472753597,0.6176067762595087,0.4493367403413418,0.6543108429562031
3178,Manure,28.24050685452338,61.038123736335486,6.620281563517562,2.019818486977158,74.29138498948033,0.4844309519921715,114,104,153,2.0986280712271963,73.43681903387503,0.8735898729851056,0.28701675991911635,0.6769328281784712
3179,FoodWaste,55.13494163457727,63.450015814816894,8.046345070990617,1.8303801933677355,56.81735884983846,0.6782039341802233,132,179,78,5.411525587396659,15.846349330008458,0.4574483612155328,0.4454638923080193,0.5565809587019794
3180,FoodWaste,33.691798565647666,41.3067808921831,7.210264548266538,1.8407014457398039,92.34831328739621,0.16888518253019763,89,62,128,1.1439332363385168,53.25947486812485,0.7488855352519193,0.286289283507678,0.6003513659286437
3181,PaperResidue,25.0,85.0,5.578360739399304,2.7175511661757947,68.30778591682491,0.733727730905627,162,64,186,3.760138317097674,26.538592463207685,0.9191779002266032,0.467467784072479,0.4441224416912103
3182,FoodWaste,27.30708839143687,74.14634602404902,7.6644443357231085,2.4443348142118264,70.27658242297971,0.6532010113864446,196,101,66,6.319295874923539,65.06409158580726,0.8980183710981643,0.5306681631606183,0.5044905672413107
3183,Manure,44.58523341711415,69.30922523591289,6.996452791179822,3.3017348647089118,62.44623461009792,0.6036106597917092,166,139,102,2.8510778932034704,52.99284160185234,0.5830244715561266,0.4220599930542061,0.5962948062927287
3184,AgroByproduct,46.86507812240069,82.2677625570287,8.213240529805455,1.726808347596457,85.13324698156983,0.5077596384359253,70,166,143,3.3823883468957483,90.60703368325798,0.47337290588351655,0.32074025864162864,0.6241240575061198
3185,HorticWaste,30.873631836896006,63.166758565813126,6.606579273162325,2.731784072443332,68.07644048157005,0.5728035872056886,161,156,140,1.7341721946271673,24.294726847483567,0.853172347454688,0.3626801300021298,0.5620772792462072
3186,AgroByproduct,34.276117452577196,55.76270643639719,6.276072401576016,3.7114200606001124,79.14629609539494,0.8095236527943911,146,172,147,5.751845678742291,53.677756510570894,0.8870202322391854,0.5749792180028453,0.5779035840972
3187,AgroByproduct,44.91931112113619,64.1073439539976,8.386371284659548,3.8814777209296496,81.30246599908281,0.46028636401364625,112,58,127,3.4656677646634795,37.83351642418867,0.5493148794407927,0.503419017919018,0.5527114260455224
3188,Manure,54.722277579706315,82.90401063383699,7.80278072543862,1.7721291767279896,68.6220476420187,0.6299806068649132,92,64,112,2.249366778189291,89.50557143188726,0.38956554364488744,0.27202868557609755,0.6455855198959266
3189,AgroByproduct,32.89917819262112,46.58273640683137,5.632093813435061,2.1560473108330283,67.3619888120036,0.5017383079559274,114,168,82,1.0939988712111757,85.21086649770069,0.8471087379610877,0.27069556690650476,0.6740321616446858
3190,PaperResidue,48.791752625178944,82.72488361147788,7.28878469060337,1.8781881377080005,77.53766174511175,0.6759871333275211,175,138,79,5.251095425171987,35.85871834169771,0.4893004603022011,0.4534317565862829,0.49064082589164426
3191,CropResidue,27.613093710208553,39.7167297387124,5.633976161253127,1.6369478932073607,55.069697848253675,0.2557098387517075,90,155,99,4.386519381296349,96.24728641802804,0.8778315760562904,0.3809068012325598,0.6387191458622071
3192,FoodWaste,48.15888736704534,67.99621110563098,7.764365940632268,3.1708235479669167,81.6792536435677,0.23631736650754154,197,80,72,5.980209032952349,82.98200395537715,0.41221622720336787,0.5784931343996228,0.48046640039039223
3193,CropResidue,52.55792081055943,75.15317815617536,6.109341040348839,1.376164827901411,72.44137211686896,0.0525984624467066,68,162,192,4.573653397899453,84.16266094400804,0.2676792942320406,0.36619240474634707,0.5808854022925788
3194,HorticWaste,50.24206610722506,69.66651754043276,5.996927130412266,4.661114884436417,67.67301326671343,0.5108623156295009,198,194,110,3.831694829861817,37.25300774733495,0.45562619333846943,0.6021147964895195,0.45261122069731363
3195,FoodWaste,54.94397780687697,75.71330667502365,8.109986071583386,2.733324914128167,69.48778542563205,0.916102926008604,155,139,87,7.186613309550993,89.80652154954615,0.49430100733284243,0.5872750752855095,0.48690714094354437
3196,AgroByproduct,54.277424005288424,58.08736772830207,7.330967961064513,2.3211920010224425,72.6862660049361,0.18224710799267657,148,169,190,4.8513817155809225,52.408720001112705,0.33517257970825065,0.4253594810861548,0.6427656644922738
3197,HorticWaste,63.4693181595012,40.90303222765937,7.588696345808848,4.512843243618482,70.86129235559522,0.21864484821389724,91,94,97,6.605871306149885,43.260124589740585,0.31273232355961855,0.6937904442821607,0.5175517733637571
3198,FoodWaste,46.08618419059086,75.75382031575361,6.612758894217768,1.1870401785232343,88.87115013403752,0.603909362122594,95,64,89,7.100651497412324,29.080251103629706,0.5358108833602235,0.45519444602989834,0.564140350442331
3199,PaperResidue,63.49891385697043,85.0,6.935316872638182,1.72341332653455,63.49225991302116,0.44468488338092965,133,120,176,4.637731179460069,97.3155180828719,0.24806498987069167,0.417532696440965,0.49382933367327253
3200,PaperResidue,35.55900909913417,57.53035076182877,8.254266045092841,1.248081693909891,65.49920146633804,0.29421539600624086,75,69,158,3.3308768274353744,97.05243010615634,0.7030618283146595,0.3289146888546508,0.5725352137808479
3201,PaperResidue,42.94658256278525,70.22908820467339,7.256565505100976,2.4761958253452905,75.23731287830422,0.5031943113374235,117,113,55,2.1222426760949107,54.69794384672789,0.5817620953531873,0.38593375246566664,0.48573203232338874
3202,PaperResidue,43.84996826959933,47.60414327499894,8.5,1.8604027035017854,86.20541518522737,0.5417073500886856,172,123,74,2.739017006866722,98.24112935113277,0.6436376077696866,0.3577466963826509,0.5617715782749129
3203,AgroByproduct,34.57215540809838,46.472684023087794,6.843364802698254,1.1983542549320347,71.22850661626134,0.8787095043837374,108,54,138,1.8376557364471109,87.7793656010355,0.930162731920062,0.2187749446944362,0.7221369192072227
3204,CropResidue,25.0,61.61024257771648,7.767701703605727,1.3161787097613873,65.52377089971961,0.33677681923022484,87,158,71,6.283590303459128,19.12075275997223,0.8702618989908331,0.4253161955264996,0.6109705793564976
3205,FoodWaste,53.69298361811651,49.08512166780085,7.8875307888509205,2.831245123532734,75.77900835693373,0.6734884732907253,143,186,178,3.211847878833762,76.94748414340411,0.5169777612152946,0.44638138908399383,0.5352675004877616
3206,AgroByproduct,35.700658460973415,61.4433029767231,7.157593782398564,3.1335747193779557,81.70539829439389,0.7741204642036609,122,80,117,7.168611321844712,91.00788809109046,0.832592586236615,0.5799541511840063,0.595434658077656
3207,PaperResidue,40.99170992717054,85.0,8.089828482460808,1.1196323321315043,81.14151192613707,0.6860872932157974,74,116,150,5.975572795067044,53.70060698156457,0.631008229039831,0.4173866741593062,0.5240183833934248
3208,CropResidue,60.84585264770695,49.41176940627628,6.571785723363049,2.306478285463291,61.62000373520969,0.5304218409135985,76,178,87,5.657160285979833,82.3664044762242,0.39937452755885683,0.48435003451285136,0.5858525469142829
3209,HorticWaste,50.72085075472812,65.12332971646829,7.690000978385576,2.086438162428628,81.13513961291096,0.6059339256019679,132,78,82,2.8252775122987828,25.620783128468606,0.49041559872415963,0.34981775358025674,0.590431432445632
3210,HorticWaste,62.40211454735027,33.623610860282916,6.168506953428416,1.8447680888948412,70.53614340698998,0.379600260781326,103,163,56,1.2989418898767329,93.6822067104264,0.38996697011453885,0.2724409949449476,0.6655143738346921
3211,HorticWaste,46.205310340962725,67.84949354765304,5.988922118664236,4.110241692541401,60.53271452049997,0.5132020360504771,157,176,55,5.447928099600179,86.01213073882307,0.530140678690683,0.6168174447801235,0.4837889282776239
3212,PaperResidue,50.55492727297709,49.41885799768896,7.031485150076734,2.4471379850980495,84.39623960601295,0.2588028029397965,170,141,62,1.100152726212367,31.064430180264534,0.43592166060034515,0.34518389265780125,0.5288053847497196
3213,HorticWaste,42.5932844249975,64.38958329344484,6.89701132053065,2.6672322864408815,58.90138959885148,0.5276985907771976,107,75,143,3.3191643941390123,18.33947396140058,0.6135638666050465,0.41673802198361976,0.5628592190910663
3214,Manure,36.51303701223478,63.98838064444941,6.114026885252745,3.182973532241972,61.311745353362454,0.7316125829029115,141,135,191,7.74360739636766,49.70229171235115,0.7965597522234602,0.595633071717285,0.6128745620990026
3215,FoodWaste,50.51792954135312,62.086669807801464,7.612011160127894,2.5821368422837008,85.19033954177847,0.9362558314543167,199,137,172,4.807657461725973,62.69105104224698,0.6017215024698557,0.4854652250050324,0.5217198182702121
3216,FoodWaste,40.6409879016951,45.788340046406674,8.249233251506377,2.4804224111814297,60.421630023443676,0.022295971504558802,156,158,166,5.384577608404543,40.78474171342555,0.5565084008057107,0.49862352791362285,0.5594021993481152
3217,PaperResidue,51.44521966243724,55.74239413978216,6.740974614283497,3.325928341856545,68.54669317997772,0.41526899929459804,118,114,133,1.9747886863847475,36.947168812281575,0.45054638956577775,0.45121527089414015,0.47221879462760846
3218,Manure,39.29530982011781,63.53576717868772,7.832736641336992,1.9209293728746326,65.7393894382823,0.237267567539309,85,89,104,1.3632918230459548,10.704368363874408,0.5946609428704783,0.251200891103776,0.676881996998893
3219,AgroByproduct,43.24616747314483,56.360436518214755,6.492158457981423,2.0487084836993557,72.82577539515441,0.855873937989416,66,136,62,4.322225260654555,10.203898877827132,0.7233216918791598,0.3828091542494921,0.6598437027786027
3220,AgroByproduct,44.04717494699424,81.04961377406983,6.840404480789457,1.5047026749289065,67.72535925805299,0.2629262317443365,93,115,51,5.904933151182938,23.416089225617906,0.45587258070106074,0.396826882746769,0.6376656387054149
3221,HorticWaste,55.76965025045659,60.61524455115217,6.960718602602845,3.9130715501387687,64.82592842764898,0.6939328800724051,78,91,175,5.897263333445602,77.79318938052616,0.463314720796389,0.6172366708491074,0.5081159333907572
3222,CropResidue,40.75651358774263,45.106944501376745,7.667069619965441,3.0554561526158253,79.40002834116711,0.5628914742858295,150,167,56,7.054285555053301,91.41540560859141,0.7184235489395912,0.5991570543658176,0.5570133033664553
3223,AgroByproduct,56.869901195926175,66.47148629572348,6.93468479218915,2.732808113199762,81.40280221416361,0.8668922993225565,151,60,71,5.687663325577917,21.592662434841433,0.48559089403767086,0.49102138414248536,0.6054166217485649
3224,CropResidue,35.951482595993994,25.0,5.4015829123694905,4.057705422736499,66.2808424473039,0.6484741653442535,159,191,105,1.0194560021334924,74.30621733438939,0.8994244757832504,0.4563717186413809,0.547114728863175
3225,FoodWaste,47.69857591669607,85.0,7.959706584697646,1.2753742840486908,78.62130890878862,0.29080675501354447,180,178,153,6.184621396576002,32.65418962752325,0.3854499567843875,0.42820449270899097,0.5412312857975655
3226,CropResidue,38.12399372411211,34.18824363533807,7.0910445934645105,2.4167286091312254,95.0,0.3065465178495789,160,154,129,7.809405463572947,22.26371390328216,0.7268096956073262,0.5742467556449209,0.6107870822727626
3227,FoodWaste,56.157458222397096,73.44691380255364,5.161983455503491,1.0144084907929343,74.78898542338572,0.7176879550467712,150,76,174,1.2272187411442306,45.66594985553117,0.42759957248806346,0.22055474369231984,0.577385747855246
3228,Manure,36.8133650446448,71.11181989907895,8.13646893576272,1.0924990421287395,74.96525316217053,0.43024921907046965,129,110,198,1.9042730776884413,77.7069074158402,0.6789381070498103,0.20245182725737815,0.7031514080954051
3229,Manure,37.832672561778324,43.04190520228306,8.17917664560277,3.6266165053382142,74.14634594656165,0.3766269831720637,138,172,100,3.128876633066212,59.15655894842744,0.727040044612691,0.4595509158515008,0.6325853643285232
3230,PaperResidue,32.4369756650476,68.39188003150588,6.1368711240738945,4.18980011265603,75.39745705972514,0.5368712778472119,131,177,95,6.440813732740416,22.77455788568342,0.8003260747128573,0.6906805243657681,0.40372623430418675
3231,PaperResidue,46.030406144860216,49.657774097648314,5.8655939576435046,2.08372737456465,74.43478718994781,0.861662002081378,130,150,112,4.587352040923731,22.94639399653326,0.6924439644018343,0.4456696494150274,0.5464980830764709
3232,HorticWaste,50.9104870484935,57.51857151368559,7.91424200969584,2.0916203630607892,56.99019424764343,0.6877113582079974,60,140,160,5.978171340033123,36.44209413653381,0.5348943744216916,0.46848312217297455,0.6053818388195894
3233,AgroByproduct,49.83129183690797,67.05597413267563,7.915576702964502,2.0587184682092876,77.94802741001406,0.6631635800567132,180,191,98,1.3124309307058932,69.73900750564924,0.5155982129462002,0.27077603225224495,0.6379521283241844
3234,HorticWaste,43.55762040062945,59.27501520092743,7.385591925926928,4.187385417911784,68.41137670522943,0.11476462270505909,80,163,169,3.341585151941242,36.926719369340816,0.48619301502108525,0.5442582280237785,0.49708069870255595
3235,FoodWaste,38.394588684626825,44.999211372062824,6.6436718760890106,1.9157043161170542,64.08560132117495,0.7048789268565214,145,78,195,2.417423714116458,19.51400256624988,0.808505485863655,0.340295415622455,0.5892163614500217
3236,HorticWaste,42.21320082292104,66.15561500321687,6.366545759961015,4.1660892099357145,60.90675376335875,0.3991654330204174,137,197,65,6.6914852811316425,64.13896092958998,0.5771985682564479,0.6681047988704127,0.4843843094967805
3237,CropResidue,42.59470477064797,56.87831585286928,7.480032000148506,2.546700131272336,63.55995748110659,0.3407605483990695,96,86,144,2.0777048858297986,98.90421200859784,0.5799883218535689,0.3701389441579788,0.5589083617306447
3238,FoodWaste,47.52610427422,58.34087338849295,6.4872561042476375,2.0149677044249525,91.67525486615162,0.7389526802564108,138,199,142,4.07560513093415,76.38637898780749,0.6028653983131875,0.4107491677787767,0.5575698680017664
3239,PaperResidue,46.83852810473224,59.22745019330001,6.49190668990503,2.7681793582860656,68.84850032301864,0.8383227692242403,77,177,64,1.157639410088866,57.128946091189626,0.6421360309182678,0.3740930910688379,0.49313613169909665
3240,Manure,62.39719074584349,39.82037396869677,7.627077220933827,4.390161745036014,69.75838595577368,0.1513470606257132,159,107,178,5.051541507189217,22.35502246689085,0.3029349748619639,0.5952796186059301,0.6008511648108057
3241,PaperResidue,45.396360650814835,43.13586379593121,7.78597535789538,2.6635872996064034,84.39539048899992,0.26387262049686694,105,61,137,1.1941788489946943,93.5343261750276,0.5443719922507918,0.36674731513783465,0.5305489074278174
3242,AgroByproduct,48.6080096846521,51.162060549202124,8.20067702835334,2.3047158252744397,83.40019214789113,0.9027312778640413,80,75,131,7.235892583473463,64.1678434542858,0.6550708237568917,0.5134056239864582,0.6574400876378738
3243,FoodWaste,45.71455806405262,66.15495129818392,5.544437575105513,3.0336210295104156,68.99350551831984,0.2044071500708189,78,149,102,1.9669131414676038,10.612494058432468,0.45157806954765056,0.4165609952642364,0.49100904592811145
3244,FoodWaste,41.73266440034671,46.06295901925765,6.600939124594063,2.268406464355847,64.90143116393325,0.43831050249207526,131,149,157,1.860426326270954,28.47160495863197,0.6587374208149402,0.3487998592648147,0.5694537587436924
3245,CropResidue,48.54074501013945,77.83890384266863,6.726607458504772,1.3726249037106244,89.86678556543178,0.5468798987809785,124,167,93,1.021456897369239,28.0372268740931,0.4694103277456104,0.2326900422938985,0.5756909471291315
3246,AgroByproduct,40.79339406051582,63.02498765356982,6.985559187024695,2.426523593315249,79.9358859870198,0.9213910664858929,141,67,100,1.1568369274148735,55.28634310809693,0.7714827942225362,0.2955916842209952,0.6276238450270979
3247,Manure,44.41782748712649,65.46567511940012,5.982504855538187,3.370190930071614,68.89979666229739,0.47147357142494617,115,74,146,1.995724691847128,10.144337925655712,0.5580980524717155,0.39568892011690177,0.6005591032576191
3248,FoodWaste,56.592685384777035,55.02497368143892,7.453765945479818,2.939517960904393,89.50034995157306,0.11649616917708983,182,125,182,2.853617509540821,32.57782160813833,0.29776209881915205,0.44197048668314687,0.5179741545919025
3249,FoodWaste,40.14640571707521,36.05922656406206,8.5,1.2123513162668023,70.84128236276648,0.6401643153857851,186,71,132,5.3965950045510915,37.13065162494828,0.7809435528834734,0.3934015890262328,0.6422639810585358
3250,CropResidue,48.87343935753067,67.97878011141079,6.046131060585458,3.297630962143769,67.76990774798449,0.32404444352565304,86,59,71,7.696023394230218,18.43667054198177,0.42660359257296665,0.6434034574622807,0.49916089166998995
3251,HorticWaste,25.0,49.16695078317862,7.15080733042463,3.0099857590193304,64.09859104368928,0.5635774992332208,135,149,139,6.121436896118882,98.69470888410397,0.9756319783753453,0.5503860301894022,0.5761668104826763
3252,Manure,43.14656089343117,37.621613720071295,8.003964944310054,2.624791908356928,61.675081772554236,0.3709072494639798,70,174,184,5.85677974065942,76.11254858567371,0.635990252903188,0.47836189930447226,0.693517177142011
3253,PaperResidue,40.078812703084836,47.47857180987124,6.809870164437912,3.5830924999677984,76.53438284548866,0.44292668719629275,88,113,79,4.3127569087041335,70.86626463372991,0.6888660448265358,0.5603194257403882,0.4758882313818676
3254,AgroByproduct,46.202604343023104,58.804143056610286,6.413380973100934,3.41708730353086,42.30780773287818,0.533534060847176,83,131,167,6.848682353748054,68.31246891103746,0.563425566706411,0.5915828635597904,0.5865373487102364
3255,FoodWaste,42.63763223668054,25.0,7.142578323226821,3.382694455667205,62.47875580091386,0.614958907970544,136,157,195,1.1094078046854057,92.02436327281801,0.7570387528066806,0.41349399731463643,0.5558652772166398
3256,FoodWaste,46.41517775074381,54.95819102996563,7.587018740124673,0.7487427292579214,74.38810261312658,0.7293956374416555,150,104,111,3.1664450888838513,72.43089756049065,0.6298669380606803,0.27113691827130454,0.6276464814771727
3257,PaperResidue,41.21333713972049,75.12485854576074,5.989230647407821,3.1414377424297504,86.6330201234326,0.1186272745740274,180,188,179,6.180694283249895,70.78853883602862,0.485976591163609,0.5935625141576836,0.442678395786991
3258,Manure,48.86334699115845,60.479609799079725,7.82903591935953,2.207120431401054,80.96442226080251,0.8539864463697409,148,65,83,6.037979563223564,27.91758767560563,0.6082505409861777,0.4503509362376381,0.6686847588317879
3259,HorticWaste,27.853579985131105,77.99061877620612,6.830001144314767,2.8362247628356947,87.31926878612472,0.7607564768327508,72,104,73,6.349165216971117,66.99384678460433,0.911150500302191,0.5444457592060581,0.527207524305803
3260,FoodWaste,46.114122960804295,53.952692064031055,6.466265755030427,1.5641289947725237,73.60686261051366,0.4405277020395436,85,188,160,6.063515914307197,41.79883049888522,0.5516899155730632,0.4477259296842302,0.5888881661333117
3261,Manure,35.62920750183425,77.29726314672016,5.773363317525977,3.418434329710027,95.0,0.39312151862683764,119,172,187,3.164242195789819,97.39802301940108,0.6720949499961932,0.4435286098179537,0.5744837572210584
3262,PaperResidue,56.67866543274067,39.87538535186487,6.47756666958201,3.568143024054703,58.344282889283285,0.3521280131816231,126,128,159,7.339694296692548,74.03734368841914,0.4129793129681324,0.6725837881305291,0.4918420780935351
3263,CropResidue,35.467860141200376,68.99813130900043,6.514486392902962,2.402401910728137,67.3758587922602,0.16838743471960668,96,104,184,6.868198717516235,19.006995245141706,0.6326443289694695,0.5377576111342035,0.5418836418455922
3264,HorticWaste,54.95220684020045,58.37592421961483,6.0439858910898305,0.8043400958575242,83.12604152653067,0.2156262760177427,157,128,142,2.965731128003374,25.572561081492083,0.3360716493616096,0.24824325862158686,0.6680311467678941
3265,AgroByproduct,44.88467358805268,80.32302566407846,7.37891911533841,3.0339249464600946,76.45871250533571,0.7062298263970485,162,149,151,7.323129225356617,48.858406054214356,0.5751036190544392,0.5774444248225477,0.5626577013488383
3266,FoodWaste,26.71237176844706,53.8140931699,7.117647286642124,2.7023815712746377,66.31742502976748,0.8578361209753003,160,66,169,2.0325068570531863,11.166041876047434,1.0,0.3914174714123809,0.5322527350964681
3267,Manure,36.23732650818876,44.211199894793204,7.784619220496638,0.5828834578647799,77.80996699541708,0.5827057967792821,106,162,91,3.9220987739220754,62.59857757029978,0.8165561540921937,0.23565232551080945,0.7824334273171747
3268,CropResidue,53.47801024129319,67.6002427177211,7.5718473488442,2.4967324485462523,68.80822285610643,0.32957629480338874,84,89,60,6.699364500173648,52.6014124180352,0.3610562482656527,0.5392872061353662,0.5399628921372451
3269,AgroByproduct,52.91008824849588,84.70779284309481,6.4878579303853074,3.3156203077240827,70.32486843441923,0.4140724101450873,184,98,105,6.125661167204563,18.52081391371155,0.342644029072797,0.5560139860805113,0.5398033989276063
3270,Manure,32.00649227269585,63.54269957786913,6.748749367898712,0.25997076435258615,93.84058778949554,0.3514093859844664,179,124,107,3.333616610909205,61.91923942011067,0.7666631874566707,0.18667485327181066,0.7599160626266325
3271,Manure,60.62855725642585,59.36848981194756,6.40365258417283,2.560234201710543,85.05455921381633,0.8718758573098339,77,102,165,6.826979812473141,70.96729883931249,0.47366513799310683,0.509364593110288,0.6532513102905777
3272,AgroByproduct,44.75435792990116,41.775618991345205,5.7227967423630135,2.723585546412692,81.23904170216987,0.5898454748247004,122,121,199,1.6472903920274804,79.93632860606726,0.6582911646032561,0.33873885190208813,0.655269484696675
3273,CropResidue,53.848456542009615,74.20357042632295,7.306924909257677,2.730782810576578,80.5634673677992,0.13018347594161894,184,114,179,6.520511348768943,83.46850578098221,0.27662984658378803,0.5520844097935502,0.5150537186185252
3274,PaperResidue,32.881586504568496,59.225898263770425,7.1326463608780575,2.267791543303913,63.75183906418535,0.8284197944860539,87,178,181,5.844048155094712,66.66382212118016,0.9074945659616419,0.5081344344247111,0.5181586263072635
3275,CropResidue,40.44050983826936,70.51215028639399,6.5133910731291085,2.6512565231326977,65.34220170846619,0.6631218368716761,131,173,127,2.7960684190482903,44.25141708807215,0.67859132783482,0.40579060930870237,0.5264128732705771
3276,HorticWaste,49.159042702578546,62.95840096281298,7.644283743584378,2.28865343654058,81.07972302846441,0.11861237846637009,81,79,160,7.969117205238819,18.117824798775416,0.37534304022180104,0.5595630149081707,0.584650526247345
3277,FoodWaste,41.86836547004369,85.0,6.728269944357752,2.2266583626273406,84.43064071172071,0.6875290588631197,84,72,126,6.07612873814342,76.25449384765467,0.6139997313177739,0.5034096912326566,0.49366708186863306
3278,AgroByproduct,25.0,51.63876523564419,7.986199906263699,2.9739273677299582,84.74550784847372,0.8881308059390736,68,80,124,7.0772419690607205,33.07058804208061,1.0,0.5632238544839402,0.6230261011422138
3279,PaperResidue,43.09217663007144,52.18753861038598,6.876346217210918,5.058744189085973,70.27309819169766,0.34628501508931864,189,158,50,2.8283204043836445,53.72466560205308,0.5859674566402526,0.6276240309215511,0.3926877133249294
3280,AgroByproduct,25.353018555744583,75.20131082007572,5.964210806573839,2.4502523861195638,66.1260767911879,0.3565321299566807,125,104,134,6.2437623796177695,79.82827183309924,0.8311558603101639,0.48832878807896335,0.6020847590538704
3281,AgroByproduct,34.293074584094754,75.56928347439266,8.2180264306732,1.8110615331588966,79.22163345541148,0.4094766825599347,115,183,146,1.3400719812427049,58.82902133356326,0.7072735224608242,0.25117449372650946,0.6333083563932699
3282,CropResidue,30.971322072544883,76.04412740552426,7.292341690967872,2.371128604996684,60.47871389374837,0.8652734427204142,126,96,132,7.976421075464651,91.75335650450994,0.9006804331640309,0.5767098407463147,0.5293553149391172
3283,FoodWaste,56.325554570832054,59.80992080977905,6.242660307412483,2.411034349251278,70.26567175062189,0.49508047208345046,130,149,95,1.1504909041183895,99.46408155489324,0.3998788511088542,0.3340629380087128,0.5348284409178781
3284,HorticWaste,59.46355104943822,63.11485826214567,6.678163393036888,1.838771884160022,86.3063913319321,0.9131853757909199,164,66,92,2.5968431059674177,21.04178222165401,0.4845721108065599,0.3206126068204467,0.6068316892677076
3285,Manure,48.415639317508095,39.78968493598765,6.336371772431615,1.8350161001979326,69.29002896687446,0.32560137608398343,186,96,51,4.571455367857786,68.39431027194942,0.5192757613498256,0.3643475846444947,0.7286698251181282
3286,Manure,42.69931298027806,57.58696864002304,7.792977746274852,1.64989748028049,82.20281202785127,0.39558661947218193,114,168,96,3.1435370418344695,16.022435587144486,0.5922542489986224,0.2953740957588334,0.7023311887059295
